Land Value,SL_Type2,Year Built,Commercial Building Value,HomeSEV,Homestead Percent,Land Improvements Value,Latitude,Property Zip Code,Longitude,Parcel Acres,Residential Building Value,SL_Type,Lead (ppb)
3000,0,1967,0.0,10100,100.0,0,35.446456,48507.0,-84.58920400000001,0.115,80731,1,13.0
9000,0,0,0.0,9700,100.0,0,43.008158,48503.0,-83.647626,0.10300000000000001,10434,1,0.0
2250,0,1929,0.0,8500,100.0,0,43.0269766,48504.0,-83.7149031,0.115,53119,0,3.0
934,0,1919,0.0,0,100.0,0,43.03512,48504.0,-83.71650090000001,0.17800000000000002,67475,11,36.0
22500,0,1940,0.0,17000,100.0,0,40.622734200000004,48503.0,-75.41284040000001,0.152,122214,1,2.0
7000,0,1955,0.0,11300,100.0,0,42.997146,48532.0,-83.73505899999999,0.11,15681,1,0.0
9427,0,1928,0.0,16900,100.0,0,42.988726,48507.0,-83.66671590000001,0.177,130201,5,13.0
918,0,1957,0.0,7100,100.0,0,43.073606,48505.0,-83.7065978,0.14300000000000002,40018,1,0.0
31962,0,1940,0.0,47900,100.0,0,42.999231,48503.0,-83.710133,0.263,57018,11,4.0
55742,0,1928,0.0,67000,100.0,0,43.0141,48503.0,-83.670238,0.317,347592,0,4.0
954,0,1956,0.0,8800,100.0,0,43.0559399,48504.0,-83.73015440000002,0.122,50616,1,1.0
4250,0,1964,0.0,11100,100.0,12,43.044463,48506.0,-83.64238399999999,0.11599999999999999,16400,1,0.0
831,0,1953,0.0,7100,100.0,0,43.064844,48505.0,-83.718653,0.141,43544,1,0.0
13500,0,1966,0.0,15500,100.0,0,43.007222399999996,48503.0,-83.6379642,0.138,17598,1,0.0
17877,0,1943,0.0,13700,100.0,0,41.2483641,48503.0,-95.9485925,0.115,85615,5,1.0
1500,0,0,0.0,9500,100.0,0,30.082938000000002,48503.0,-99.241388,0.23,48231,5,28.0
765,0,1956,0.0,6600,100.0,0,43.070327299999995,48505.0,-83.7127182,0.11900000000000001,35709,1,2.0
1256,0,1954,0.0,0,100.0,0,43.034890000000004,48504.0,-83.731273,0.081,136410,1,3.0
4600,0,1927,0.0,0,100.0,0,43.0007758,48503.0,-83.72563249999999,0.092,63065,0,2.0
17692,0,1954,35377.0,32900,100.0,0,42.9832026,48507.0,-83.69881509999999,0.172,12649,1,0.0
2063,0,1928,0.0,8100,100.0,0,42.9839232,48507.0,-83.6936661,0.086,14179,0,44.0
18000,0,1950,0.0,0,100.0,0,40.687484999999995,48503.0,-80.27533199999999,0.124,12710,1,0.0
1643,0,1926,0.0,0,0.0,0,39.9704921,48503.0,-75.18005759999998,0.126,67653,0,1.0
5713,0,1964,0.0,20000,100.0,0,43.014974,48503.0,-83.63891600000001,0.145,28070,1,6.0
3919,0,1955,0.0,8100,100.0,0,35.4565035,48506.0,-94.2172762,0.10800000000000001,10682,1,2.0
1640,0,0,0.0,0,0.0,0,41.64588,48506.0,-83.583958,0.096,50398,0,281.0
16492,0,1959,0.0,0,100.0,462,42.984336799999994,48507.0,-83.7093301,0.166,21311,1,0.0
1500,0,1940,0.0,10200,100.0,0,43.0453059,48505.0,-83.707404,0.126,18997,5,4.0
604,0,1959,0.0,10500,100.0,0,43.06544,48506.0,-83.655699,0.168,62633,1,0.0
5795,0,1962,0.0,14300,100.0,0,43.016512,48503.0,-83.63616390000001,0.136,18219,1,0.0
12022,0,1949,0.0,18100,100.0,12,43.048257,48506.0,-83.636725,0.8,23496,1,0.0
23470,0,1948,0.0,22400,100.0,0,43.013527,48504.0,-83.720242,0.2,18214,1,7.0
1525,0,1963,0.0,10800,100.0,0,43.073877200000005,48505.0,-83.7222639,0.14,20150,1,0.0
6203,0,1943,0.0,8100,100.0,0,43.0425713,48506.0,-83.64903890000001,0.262,36878,1,0.0
0,0,0,0.0,0,0.0,0,36.7555051,48503.0,-90.40313559999998,1.7619999999999998,0,11,0.0
9500,0,1956,0.0,14600,100.0,0,43.03972,48506.0,-83.638469,0.115,14493,1,0.0
750,0,1929,0.0,12900,100.0,0,43.0301578,48504.0,-83.7213129,0.115,82236,0,0.0
1911,0,1954,0.0,6900,100.0,1572,41.073352,48505.0,-84.9235338,0.637,10284,1,0.0
5400,0,1946,0.0,0,100.0,0,42.990459,48507.0,-83.685004,0.207,82999,11,8.0
865,0,1950,0.0,12500,100.0,0,43.043384,48504.0,-83.7270939,0.139,20138,1,4.0
10000,0,1927,0.0,10500,100.0,0,43.0125019,48504.0,-83.71687,0.115,84685,11,5.0
23440,0,1942,0.0,21500,100.0,599,36.8352779,48503.0,-76.2592604,0.16399999999999998,146461,5,3.0
2585,0,1957,0.0,14800,100.0,357,43.0507,48504.0,-83.728045,0.16,53849,1,4.0
2250,0,1926,0.0,8700,100.0,0,37.774928100000004,48507.0,-122.27588259999999,0.10300000000000001,66427,0,5.0
1736,0,1964,0.0,0,100.0,0,43.044476,48506.0,-83.645736,0.114,82909,1,0.0
600,0,1950,0.0,6500,100.0,0,44.6723881,48505.0,-88.24047900000001,0.092,57432,1,0.0
536,0,1958,0.0,11500,100.0,0,43.061153000000004,48506.0,-83.65290999999999,0.132,74433,1,0.0
1019,0,1957,0.0,9500,100.0,0,43.0544521,48504.0,-83.7307376,0.133,56977,1,8.0
10000,0,1928,0.0,15100,100.0,359,35.1973154,48504.0,-90.0348353,0.115,97452,0,4.0
30000,0,1927,0.0,22600,100.0,0,43.000908,48503.0,-83.71584,0.275,11290,5,22.0
1032,0,1910,0.0,0,0.0,77,42.71617,48503.0,-87.79592,0.13699999999999998,10667,0,10.0
17050,0,1953,0.0,0,100.0,0,42.9883458,48507.0,-83.6985943,0.142,15070,1,168.0
8550,0,1952,0.0,0,100.0,0,43.499680700000006,48506.0,-92.49581020000001,0.10300000000000001,16112,1,0.0
37742,0,2004,0.0,39500,100.0,4156,43.029732,48503.0,-83.68893100000001,0.257,37145,5,0.0
1850,0,1957,0.0,15400,100.0,0,43.022384,48504.0,-83.711842,0.214,26269,11,2.0
771,0,1944,0.0,0,100.0,0,36.0603804,48504.0,-80.253514,0.121,67747,0,2.0
5039,0,1949,0.0,10000,100.0,0,42.9977,48503.0,-83.732332,0.11,65977,1,12.0
1400,0,1923,0.0,0,100.0,0,43.002171000000004,48503.0,-83.723478,0.092,40839,1,0.0
10488,0,1927,0.0,12400,100.0,0,43.0166205,48504.0,-83.72037359999999,0.126,89262,11,2.0
23026,0,0,0.0,20600,100.0,0,41.1189094,48503.0,-87.8365186,0.14800000000000002,217996,5,0.0
1640,0,1920,0.0,6400,100.0,0,43.03185,48506.0,-83.66659200000001,0.096,39846,5,2.0
18000,0,1970,0.0,27500,100.0,442,42.9941643,48503.0,-83.728161,0.165,27066,1,0.0
41665,0,1968,0.0,30900,100.0,0,43.013548,48503.0,-83.731571,0.33899999999999997,17233,1,0.0
17975,0,1942,0.0,14600,100.0,0,43.016452,48503.0,-83.659749,0.11599999999999999,93911,1,1.0
11250,0,1955,0.0,15100,100.0,0,43.010948299999995,48503.0,-83.73252480000001,0.10300000000000001,17099,1,1.0
415,0,1928,0.0,4900,100.0,0,43.0449,48505.0,-83.695612,0.099,25767,10,0.0
21895,0,1937,0.0,18800,100.0,0,43.017393,48503.0,-83.66541,0.172,132154,0,9.0
1281,0,1970,0.0,0,0.0,0,43.002612,48503.0,-83.6662489,0.121,51080,1,47.0
934,0,1919,0.0,7600,100.0,0,43.034982,48504.0,-83.716497,0.17800000000000002,54880,11,3.0
6608,0,1954,0.0,9700,100.0,0,42.984532,48507.0,-83.6715679,0.155,94424,1,13.0
11844,0,1965,0.0,46400,100.0,0,42.9822234,48507.0,-83.7065676,0.42200000000000004,65937,1,0.0
588,0,1941,0.0,0,0.0,0,35.366796,48505.0,-86.207623,0.11,22884,11,412.0
16875,0,1944,0.0,15400,100.0,0,43.022478,48503.0,-83.660601,0.114,95952,2,0.0
420,0,1918,0.0,4800,100.0,0,43.0408464,48506.0,-83.67392459999999,0.10099999999999999,8164,0,2.0
1047,0,1955,0.0,10600,100.0,0,43.055738,48504.0,-83.732524,0.152,58645,1,0.0
6602,0,1946,0.0,14100,100.0,681,43.043138,48506.0,-83.649072,0.287,93888,1,23.0
1020,0,1929,0.0,9500,100.0,0,42.996635,48507.0,-83.69029,0.156,52107,0,0.0
1764,0,1957,0.0,0,0.0,0,43.046824,48506.0,-83.651754,0.11699999999999999,43755,1,3.0
1929,0,1926,0.0,8000,100.0,0,42.991816,48507.0,-83.687236,0.076,57442,0,96.0
2000,0,1956,0.0,12400,100.0,0,43.049690000000005,48504.0,-83.730424,0.115,48394,1,5.0
500,0,1923,0.0,5900,100.0,0,40.733581,48507.0,-82.534491,0.077,34840,11,1.0
18000,0,1953,0.0,21400,100.0,0,42.994703,48503.0,-83.728836,0.115,18363,1,0.0
4677,0,0,15769.76718,0,100.0,2447,43.0275648,48506.0,-83.66471729999999,0.096,0,1,11.0
671,0,1954,0.0,0,0.0,0,43.0616939,48505.0,-83.6925071,0.115,14609,1,0.0
1776,0,1955,0.0,8900,100.0,0,43.045398999999996,48506.0,-83.652905,0.11800000000000001,65494,1,1.0
420,0,1926,0.0,4500,100.0,0,39.309496,48506.0,-76.617544,0.10099999999999999,7642,5,0.0
7430,0,1926,0.0,0,100.0,9741,42.986437,48507.0,-83.6628973,0.132,119072,5,24.0
26473,0,1929,0.0,63500,100.0,9157,42.998827,48503.0,-83.713499,0.305,81484,1,2.0
9470,0,1962,0.0,14200,100.0,0,43.035061,48506.0,-83.638474,0.114,13959,1,1.0
940,0,1949,0.0,7300,100.0,0,43.031237,48506.0,-83.66029300000001,0.111,60800,1,0.0
18000,0,1953,0.0,20800,100.0,0,42.99542,48503.0,-83.727239,0.115,17543,1,0.0
42357,0,0,403502.6366,0,0.0,40874,43.0329128,48506.0,-83.63840490000001,0.5329999999999999,0,1,0.0
16387,0,1967,0.0,18100,100.0,130,42.9826694,48507.0,-83.7108912,0.107,19631,1,0.0
15956,0,1969,0.0,16700,100.0,924,42.985657200000006,48507.0,-83.70389240000002,0.075,16601,1,0.0
1500,0,1943,0.0,10800,100.0,0,43.040951,48504.0,-83.72619300000001,0.115,84236,5,1.0
600,0,1953,0.0,0,0.0,0,35.499120700000006,48505.0,-119.27790800000001,0.092,32809,1,0.0
16727,0,1964,0.0,0,0.0,693,38.635785999999996,48507.0,-90.244704,0.166,24191,1,1.0
1537,0,1954,0.0,14400,100.0,0,43.0345486,48504.0,-83.7300461,0.121,105236,1,0.0
19118,0,1929,0.0,9500,100.0,370,43.0224164,48504.0,-83.7251488,0.265,57305,0,1.0
1573,0,1917,0.0,8200,100.0,0,31.342443900000003,48503.0,-109.5488594,0.126,14884,0,1.0
1013,0,1973,0.0,10600,100.0,0,43.062508,48506.0,-83.65266,0.233,69289,1,0.0
18000,0,1922,0.0,20600,100.0,0,43.0025369,48503.0,-83.713814,0.136,17130,5,0.0
1175,0,1957,0.0,10900,100.0,0,43.055432,48504.0,-83.726984,0.155,76453,1,1.0
5469,0,1958,0.0,12700,100.0,0,43.0314013,48504.0,-83.7374502,0.174,19879,1,4.0
24648,0,1937,0.0,35600,100.0,0,42.381163,48503.0,-82.919689,0.138,145270,1,1231.0
22500,0,1952,0.0,34700,100.0,0,42.992906,48503.0,-83.727879,0.275,22734,1,1.0
1250,0,1943,0.0,0,100.0,0,43.049364000000004,48505.0,-83.705651,0.105,17417,2,4.0
750,0,1950,0.0,8900,100.0,0,43.0619852,48505.0,-83.708721,0.115,59619,1,7.0
1346,0,1924,0.0,9100,100.0,0,43.003573200000005,48503.0,-83.7151874,0.085,58778,11,5.0
18919,0,1972,0.0,20300,100.0,924,41.831672,48507.0,-87.96811329999998,0.069,20721,1,30.0
1742,0,1952,0.0,0,0.0,0,43.0451507,48504.0,-83.7299199,0.289,16592,1,3.0
8550,0,1952,0.0,15300,100.0,0,43.499680700000006,48506.0,-92.49581020000001,0.10300000000000001,16338,1,1.0
983,0,1954,0.0,13500,100.0,0,43.062078,48505.0,-83.720704,0.172,25944,1,2.0
680,0,1956,0.0,0,0.0,0,43.059296999999994,48506.0,-83.651557,0.175,66572,1,1.0
787,0,1945,0.0,11900,100.0,0,43.0317609,48504.0,-83.7262396,0.126,79833,0,110.0
788,0,1949,0.0,12200,100.0,0,43.045409,48504.0,-83.727228,0.135,19757,1,0.0
20003,0,1948,0.0,17300,100.0,0,43.0206601,48503.0,-83.6573758,0.135,121538,1,0.0
1090,0,1955,0.0,0,0.0,0,34.3832563,48505.0,-80.0451497,0.193,18837,1,1.0
850,0,1900,0.0,6700,100.0,0,37.7925182,48503.0,-122.40739620000001,0.34700000000000003,12887,11,0.0
1579,0,1959,0.0,0,100.0,0,43.0566385,48504.0,-83.7239158,0.213,64700,1,0.0
10000,0,1926,0.0,10800,100.0,0,43.020075,48504.0,-83.72621099999999,0.115,87281,0,8.0
3016,0,0,0.0,20800,100.0,0,31.040761800000002,48503.0,-84.8771646,0.125,29759,1,3.0
600,0,1962,0.0,3400,100.0,0,43.072181,48505.0,-83.66883,0.115,31379,1,1.0
5400,0,1948,0.0,0,100.0,0,42.984031,48507.0,-83.668339,0.10300000000000001,97036,1,2.0
975,0,1957,0.0,10600,100.0,0,43.0565549,48504.0,-83.72647640000001,0.126,63337,1,0.0
12296,0,1953,0.0,13800,100.0,0,43.007157,48503.0,-83.644627,0.145,15347,1,9.0
8153,0,0,0.0,16100,100.0,0,46.4046922,48506.0,-120.45989070000002,0.235,20962,1,0.0
2562,0,1961,0.0,22200,100.0,1376,43.068143299999996,48504.0,-83.7290589,0.121,40520,1,1.0
3000,0,1965,0.0,15400,100.0,253,36.133865,48504.0,-86.885681,0.138,27570,1,0.0
24338,0,1940,0.0,39800,100.0,611,42.994755,48503.0,-83.723391,0.29600000000000004,26461,1,0.0
14772,0,1950,0.0,0,0.0,0,43.007663,48503.0,-83.7299309,0.18600000000000003,14855,1,2.0
4705,0,1956,0.0,9800,100.0,0,43.008840899999996,48532.0,-83.738527,0.10800000000000001,60253,1,1.0
43623,0,1951,0.0,49000,100.0,0,42.9975359,48507.0,-83.66405,0.41700000000000004,37786,0,2.0
907500,0,0,294460.4602,0,0.0,674781,42.997224200000005,48503.0,-83.6522319,0.0,0,0,0.0
1102,0,1924,0.0,0,0.0,0,43.035707,48504.0,-83.713923,0.207,68601,11,188.0
334,0,1971,0.0,0,0.0,0,43.0700087,48505.0,-83.70575240000001,0.1,46299,1,0.0
1619,0,1919,0.0,10100,100.0,0,43.03292929999999,48504.0,-83.71563470000001,0.295,76323,11,15.0
3319,0,1962,0.0,15300,100.0,0,43.0056546,48503.0,-83.66094340000001,0.166,24842,1,0.0
456,0,1911,0.0,2400,100.0,0,42.832702000000005,48503.0,-73.961714,0.11900000000000001,18279,11,1.0
546,0,1928,0.0,17800,100.0,0,39.5083888,48505.0,-76.1719821,0.095,35029,0,1.0
18000,0,1951,0.0,18700,100.0,0,42.9974834,48503.0,-83.7227409,0.092,14340,1,327.0
1868,0,1924,0.0,5100,100.0,0,43.037276899999995,48506.0,-83.6608526,0.222,27767,5,54.0
675,0,1949,0.0,0,0.0,0,43.0592287,48505.0,-83.7108597,0.10300000000000001,52954,1,0.0
27928,0,1950,0.0,22600,100.0,0,43.009403000000006,48503.0,-83.646097,0.44799999999999995,17362,1,2.0
2300,0,1940,0.0,15500,100.0,0,43.035542,48504.0,-83.73004,0.187,122155,5,10.0
356,0,0,0.0,2400,100.0,0,43.0471031,48505.0,-83.6914745,0.099,4422,11,1.0
877,0,1915,0.0,9700,100.0,0,43.005913,48503.0,-83.715062,0.051,70505,11,0.0
15788,0,1950,0.0,16500,100.0,552,43.010771999999996,48503.0,-83.726514,0.11,14291,0,0.0
1253,0,1927,0.0,6400,100.0,0,43.069596000000004,48505.0,-83.7068892,0.2,32024,0,23.0
750,0,1950,0.0,16500,100.0,0,43.044755,48504.0,-83.725601,0.115,26952,1,4.0
3000,0,1926,0.0,0,100.0,0,42.9889285,48507.0,-83.69425849999999,0.092,52814,1,2.0
1960,0,1956,0.0,10600,100.0,0,43.044042,48506.0,-83.650264,0.129,102352,1,18.0
419,0,1927,0.0,0,100.0,0,43.054927899999996,48505.0,-83.687122,0.10099999999999999,9242,1,3.0
1200,0,1950,0.0,15700,100.0,0,43.043116999999995,48504.0,-83.722437,0.184,25206,1,2.0
9500,0,1955,0.0,16400,100.0,0,43.037587,48506.0,-83.637569,0.115,17192,1,0.0
769,0,1950,0.0,0,100.0,0,43.025116,48504.0,-83.724129,0.121,72539,1,0.0
3263,0,1958,0.0,7500,100.0,0,43.041074,48506.0,-83.640873,0.13,11671,1,0.0
18367,0,1955,0.0,17500,100.0,0,42.984201299999995,48507.0,-83.7026017,0.18600000000000003,16654,1,2.0
2208,0,1951,0.0,0,100.0,430,42.9914,48507.0,-83.688224,0.10099999999999999,98348,1,0.0
750,0,1927,0.0,8800,100.0,0,43.035806,48503.0,-83.712239,0.115,44105,11,8.0
1500,0,1941,0.0,0,100.0,0,43.039996,48504.0,-83.725813,0.115,67334,5,6.0
1600,0,1971,0.0,9800,100.0,0,43.071647,48505.0,-83.721846,0.147,18073,1,1.0
2717,0,1959,0.0,10100,100.0,0,42.9853359,48507.0,-83.658034,0.13,17405,1,3.0
14625,0,1956,0.0,13800,100.0,0,43.010233899999996,48503.0,-83.728738,0.10300000000000001,11142,1,0.0
10000,0,1928,0.0,14500,100.0,0,35.197344799999996,48504.0,-90.03483370000001,0.115,126013,5,2.0
7953,0,1951,0.0,0,100.0,0,42.995465,48532.0,-83.735825,0.142,12311,1,261.0
14569,0,1962,0.0,15000,100.0,0,34.020943200000005,48507.0,-80.9800546,0.079,15521,1,3.0
5136,0,1936,0.0,0,100.0,0,42.997133000000005,48507.0,-83.694298,0.239,64924,1,10.0
15279,0,1929,0.0,13000,100.0,0,43.013702,48504.0,-83.71535,0.193,103822,1,4.0
8023,0,1951,0.0,11100,100.0,0,42.984473,48507.0,-83.666471,0.14400000000000002,97905,1,0.0
1844,0,1951,0.0,8700,100.0,0,43.0270833,48506.0,-83.6617381,0.217,65841,1,0.0
1522,0,1954,0.0,0,100.0,0,42.866265999999996,48504.0,-78.823931,0.11599999999999999,80590,1,0.0
4102,0,1936,0.0,0,100.0,0,43.049692,48506.0,-83.655022,0.11900000000000001,9982,1,2.0
20339,0,1959,0.0,23800,100.0,671,38.866014299999996,48503.0,-77.154026,0.239,26637,1,2.0
415,0,1939,0.0,0,0.0,0,43.0292245,48505.0,-76.00558509999999,0.099,18353,1,0.0
1609,0,1924,0.0,6100,100.0,0,43.0557534,48505.0,-83.7001605,0.257,37562,11,2.0
1500,0,1940,0.0,8300,100.0,0,43.0410566,48504.0,-83.713059,0.126,15060,1,2.0
773,0,1955,0.0,0,0.0,0,43.071616999999996,48505.0,-83.71441,0.11800000000000001,25973,1,0.0
3000,0,1953,0.0,0,100.0,0,42.881444,48507.0,-78.850078,0.115,90333,1,3.0
9500,0,1955,0.0,15800,100.0,0,43.038282,48506.0,-83.63898,0.115,16290,1,0.0
27183,0,1955,0.0,25200,100.0,743,43.013666,48503.0,-83.729361,0.19399999999999998,19309,1,3.0
1281,0,1921,0.0,4100,100.0,0,43.005105799999995,48503.0,-83.6663559,0.121,26579,11,3.0
4539,0,0,0.0,9300,100.0,0,42.991715,48507.0,-83.694862,0.14,75746,1,0.0
30844,0,1927,0.0,42600,100.0,0,43.020140999999995,48503.0,-83.669268,0.18,229325,5,75.0
15875,0,1963,0.0,27000,100.0,0,42.984671999999996,48507.0,-83.71074279999999,0.16,30988,1,0.0
769,0,1951,0.0,0,100.0,0,43.025664899999995,48504.0,-83.728213,0.121,79791,1,2.0
2004,0,1919,0.0,0,100.0,0,43.0173411,48504.0,-83.71470190000001,0.114,65802,11,0.0
967,0,1957,0.0,10300,100.0,0,43.056439000000005,48504.0,-83.72762890000001,0.124,66833,1,4.0
1550,0,1961,0.0,0,100.0,0,37.6624717,48505.0,-120.93286359999999,0.142,18493,1,0.0
17972,0,1979,0.0,32100,100.0,693,42.9838878,48507.0,-83.7065402,0.264,37179,1,2.0
415,0,1926,0.0,0,100.0,0,43.043696999999995,48505.0,-83.6982,0.099,19749,0,6.0
1792,0,1953,0.0,15400,100.0,0,42.991779,48507.0,-83.659336,0.11800000000000001,29031,1,0.0
2000,0,1955,0.0,13000,100.0,0,43.049943,48504.0,-83.732001,0.115,43047,1,0.0
588,0,1919,0.0,13400,100.0,0,43.0535511,48505.0,-83.6993676,0.11,26227,11,1.0
5882,0,1965,0.0,12400,100.0,426,42.991681,48507.0,-83.69958299999999,0.17600000000000002,91169,1,8.0
821,0,0,0.0,7400,100.0,0,41.2130661,48506.0,-95.9419411,0.09699999999999999,33916,11,417.0
656,0,1957,0.0,8000,100.0,0,38.460470799999996,48505.0,-81.4246579,0.20800000000000002,45720,1,154.0
800,0,1953,0.0,0,100.0,0,43.024021999999995,48503.0,-83.707241,0.092,9328,1,0.0
839,0,1922,0.0,6400,100.0,0,43.0380479,48506.0,-83.66206600000001,0.10099999999999999,50856,11,9.0
10488,0,1928,0.0,12200,100.0,0,43.015249,48504.0,-83.718552,0.126,91162,0,2.0
261272,0,0,0.0,0,0.0,0,35.690956799999995,48503.0,-81.9959017,0.65,54501,11,1129.0
18319,0,1943,0.0,15800,100.0,0,35.8459899,48503.0,-115.6805933,0.121,103732,11,0.0
9251,0,1955,0.0,11400,100.0,0,42.9850234,48507.0,-83.6714059,0.235,88888,1,331.0
820,0,1949,0.0,0,100.0,0,39.282928999999996,48506.0,-81.549865,0.096,59838,1,0.0
3000,0,1947,0.0,12400,100.0,0,42.984656,48507.0,-83.68576999999999,0.115,112876,1,0.0
30000,0,1934,0.0,36600,100.0,0,43.002942,48503.0,-83.710154,0.381,32042,11,18.0
24518,0,1938,0.0,27400,100.0,13,43.0505937,48506.0,-83.6397618,1.8330000000000002,27711,1,0.0
13435,0,1952,0.0,0,100.0,0,43.034704100000006,48506.0,-83.64272679999999,0.115,14251,1,4.0
18000,0,1951,0.0,17900,100.0,0,42.9945081,48503.0,-83.7322162,0.115,13193,1,7.0
4160,0,1963,0.0,13500,100.0,649,43.044195,48506.0,-83.64116899999999,0.11900000000000001,20273,1,0.0
990,0,1953,0.0,7800,100.0,0,43.033769,48506.0,-83.658242,0.128,65888,1,1.0
41028,0,0,332208.3408,30350,50.0,584,46.241217,48503.0,-119.116169,0.34700000000000003,0,0,1.0
595,0,1918,0.0,0,0.0,0,43.052627,48505.0,-83.699859,0.113,22659,0,2.0
32945,0,1940,0.0,33900,100.0,1061,36.8472144,48503.0,-119.68832330000001,0.201,171596,1,0.0
8216,0,1954,0.0,0,100.0,0,42.9892779,48507.0,-83.7014979,0.10300000000000001,127837,1,0.0
5349,0,1927,0.0,9800,100.0,0,42.9840782,48507.0,-83.662592,0.095,69754,11,5.0
18750,0,1929,0.0,15400,100.0,0,43.020365999999996,48503.0,-83.660884,0.126,88529,5,1.0
2087,0,1970,0.0,12100,100.0,0,43.029724,48506.0,-83.63918000000001,0.11,91326,1,0.0
788,0,1925,0.0,5400,100.0,0,43.057190999999996,48505.0,-83.699443,0.11,26065,11,5.0
6701,0,1955,0.0,11200,100.0,461,42.984907,48507.0,-83.671609,0.162,89950,1,10.0
448,0,0,0.0,0,0.0,0,37.794749200000005,48503.0,-122.41123300000001,0.138,3498,11,1.0
1542,0,1955,0.0,15400,100.0,0,43.03249,48504.0,-83.736655,0.121,81367,1,0.0
1347,0,0,0.0,0,0.0,0,43.022744,48503.0,-83.70796700000001,0.174,7042,11,18.0
18000,0,1950,0.0,17300,100.0,0,32.608510700000004,48503.0,-96.7738668,0.086,12366,1,0.0
1657,0,1971,0.0,9500,100.0,0,31.54443,48504.0,-83.99767299999999,0.09300000000000001,43719,1,0.0
1650,0,1936,0.0,0,100.0,0,43.043279,48506.0,-83.658652,0.111,42312,1,3.0
18750,0,1964,0.0,28800,100.0,0,42.983721100000004,48507.0,-83.7070179,0.18899999999999997,31657,1,0.0
38500,0,1946,0.0,39000,100.0,557,42.992559,48507.0,-83.662028,0.505,27150,5,10.0
3400,0,1967,0.0,10900,100.0,0,36.133368,48504.0,-86.87950500000001,0.156,18417,1,0.0
2795,0,1955,0.0,0,100.0,0,43.0082798,48503.0,-83.65946579999999,0.14300000000000002,18836,1,0.0
18319,0,1941,0.0,17100,100.0,0,43.021406,48503.0,-83.661687,0.121,132722,1,2.0
1250000,0,0,0.0,0,0.0,0,43.0010511,48507.0,-83.70809770000001,250.0,0,0,4.0
675,0,1952,0.0,12000,100.0,0,43.026919,48504.0,-83.72643599999999,0.10300000000000001,85287,1,0.0
16544,0,1958,0.0,19600,100.0,0,42.9863744,48507.0,-83.7079313,0.16899999999999998,18490,1,0.0
5750,0,1950,0.0,15600,100.0,568,42.9993376,48503.0,-83.729917,0.115,135169,1,2.0
13019,0,1953,0.0,15000,100.0,0,43.008142,48503.0,-83.732529,0.13,15315,1,0.0
848,0,1928,0.0,0,100.0,0,42.999294899999995,48507.0,-83.69475,0.128,43260,0,2.0
817,0,1953,0.0,9000,100.0,0,43.066953000000005,48505.0,-83.716627,0.131,49022,1,1.0
12910,0,0,318468.4251,0,0.0,24739,43.024923,48503.0,-83.644552,0.45899999999999996,0,11,0.0
2280,0,1950,0.0,0,100.0,0,43.007688,48503.0,-83.671081,0.239,55111,5,2.0
5346,0,0,302168.4248,0,0.0,3505,43.032819200000006,48506.0,-83.64375159999999,0.11199999999999999,0,11,0.0
750,0,1928,0.0,8300,100.0,0,43.038875,48504.0,-83.723277,0.115,56516,11,3.0
2280,0,1955,0.0,0,100.0,0,43.0491789,48504.0,-83.7266856,0.149,51927,1,0.0
2191,0,1946,0.0,11800,100.0,0,42.847852,48504.0,-78.801534,0.162,87263,5,11.0
4469,0,1946,0.0,5000,100.0,15,43.04119,48506.0,-83.644747,0.287,5484,1,0.0
1200,0,1924,0.0,0,100.0,0,43.013184,48503.0,-83.67262099999999,0.092,16473,0,9.0
16401,0,1954,0.0,15600,100.0,0,42.9852033,48507.0,-83.701748,0.161,14763,1,2.0
4497,0,1950,0.0,9100,100.0,421,46.4045554,48506.0,-120.43914960000001,0.165,66984,1,1.0
20051,0,1950,0.0,15000,100.0,0,43.021372,48503.0,-83.656345,0.14400000000000002,84846,1,355.0
42866,0,1948,0.0,0,100.0,0,43.014171999999995,48504.0,-83.72113890000001,0.413,23125,1,2.0
5039,0,1949,0.0,15200,100.0,0,42.997329,48503.0,-83.752223,0.11,109759,0,0.0
5263,0,2,0.0,9900,100.0,0,43.0454903,48507.0,-76.1865145,0.098,80639,1,1.0
2963,0,1952,0.0,8300,100.0,0,42.984008,48507.0,-83.680103,0.124,68865,1,0.0
2500,0,1964,0.0,11300,100.0,0,43.070258,48504.0,-83.730313,0.115,20171,1,9.0
420,0,1927,0.0,0,100.0,0,40.84271270000001,48506.0,-73.4116595,0.10099999999999999,9313,11,3.0
1020,0,1924,0.0,0,100.0,0,43.059212200000005,48505.0,-83.6948938,0.138,47111,5,0.0
668,0,1964,0.0,5400,100.0,0,26.202482,48505.0,-97.6951069,0.2,41987,1,2.0
952,0,1958,0.0,9500,100.0,0,43.054068799999996,48504.0,-83.7310652,0.126,58378,1,0.0
1508,0,1954,0.0,12900,100.0,0,42.8623737,48504.0,-78.8198244,0.115,99986,1,41.0
1575,0,1954,0.0,7100,100.0,0,30.0160909,48506.0,-90.24344079999999,0.10300000000000001,54948,1,2.0
810,0,1959,0.0,12200,100.0,0,43.072741,48505.0,-83.71644,0.13,23558,1,1.0
605,0,1929,0.0,1800,100.0,0,38.4530042,48505.0,-89.12083990000001,0.146,10173,1,1.0
3375,0,1927,0.0,8700,100.0,0,43.035647999999995,48506.0,-83.646214,0.10300000000000001,47066,0,8.0
